,,,stan,er
-991.85,-127.42,0.093443,0.059895393,56.01032826
-991.78,127.94,-0.11616,-0.073944415,-57.09097205
-991.36,-80.035,0.054742,0.035268915,55.21316641
-991.05,-133.5,0.098479,0.06311544,56.02996548
-991.01,133.77,-0.12102,-0.077052141,-57.0624762
-990.99,88.849,-0.084196,-0.053643369,-56.95509363
-990.79,-87.061,0.060541,0.038982119,55.3045372
-990.27,-139.17,0.10319,0.066127108,56.04795519
-990.27,139.17,-0.12551,-0.079930465,-57.02398332
-990.26,-93.179,0.065597,0.042218094,55.37650836
-990.25,100.34,-0.093693,-0.059717199,-56.89449946
-990.05,82.952,-0.079415,-0.050617633,-56.89196827
-989.93,-99.908,0.071138,0.045759188,55.46167509
-989.87,-32.116,0.015418,0.010124111,52.28991316
-989.51,144.49,-0.12995,-0.082768363,-57.00443426
-989.45,-144.91,0.10796,0.069176232,56.06516408
-989.37,20.337,-0.027841,-0.017618014,-58.02576098
-989.06,94.585,-0.089058,-0.056797734,-56.79850943
-988.88,106.38,-0.098767,-0.062990773,-56.79598018
-988.65,150.25,-0.13476,-0.085850666,-56.97024398
-988.59,-150.62,0.11272,0.07222127,56.07590382
-988.57,-106.19,0.076405,0.049149261,55.45503337
-988.55,-38.683,0.020871,0.013627528,53.15323403
-988.5,-5.8733,-0.0062081,-0.003744675,-65.78475111
-988.41,-19.137,0.0047452,0.003283912,44.49841286
-988.38,13.679,-0.022359,-0.014109201,-58.47105742
-988.33,39.123,-0.043375,-0.027590247,-57.21134828
-988.29,0.69802,-0.011635,-0.00722816,-60.96766074
-988.17,7.1758,-0.016987,-0.010663593,-59.29902739
-988.08,112.41,-0.1038,-0.0662204,-56.74927956
-988.07,72.199,-0.070687,-0.045087537,-56.77724812
-988.06,-12.824,-0.00046484,-5.86498E-05,-692.5685366
-987.93,-26.335,0.010696,0.007104891,50.54418543
-987.86,32.417,-0.03785,-0.024053045,-57.3605315
-987.84,-58.072,0.036887,0.023900632,54.33483027
-987.84,-45.06,0.026156,0.017021761,53.66213109
-987.84,-112.07,0.081288,0.052279625,55.48696098
-987.69,-156.43,0.11756,0.075322279,56.07599943
-987.69,156.43,-0.13995,-0.089170274,-56.94692117
-987.68,-118.13,0.086271,0.055458059,55.56080012
-987.5,59.195,-0.059985,-0.038249099,-56.82722249
-987.33,51.975,-0.05403,-0.034435794,-56.90069412
-987.29,118.55,-0.10892,-0.069509811,-56.69730402
-986.97,-70.711,0.047352,0.030615822,54.66512896
-986.88,65.503,-0.065229,-0.041619532,-56.7268954
-986.75,-162.25,0.12243,0.078434557,56.0919128
-986.72,162.45,-0.14499,-0.092403516,-56.90961409
-986.61,124.87,-0.11419,-0.072882931,-56.67591599
-986.55,-129.97,0.09609,0.061739452,55.63792248
-986.3,-51.663,0.031669,0.020572487,53.93860643
-986.21,-83.336,0.057806,0.03732049,54.8907865
-986.14,45.155,-0.04844,-0.030870022,-56.91598699
-986.06,-124.47,0.091634,0.058919863,55.52310552
-985.81,25.979,-0.032575,-0.020689453,-57.44737193
-985.79,131.38,-0.11962,-0.076370502,-56.63115619
-985.74,-168.3,0.12749,0.081675214,56.09386645
-985.73,168.31,-0.14992,-0.09556188,-56.88264
-985.73,-64.269,0.042108,0.027273432,54.39201185
-985.49,77.732,-0.075418,-0.048173814,-56.55393047
-985.14,88.687,-0.084496,-0.053991813,-56.49779963
-985,138.11,-0.12525,-0.079976545,-56.608416
-985,-135.84,0.10107,0.064954367,55.60154789
-984.94,-77.028,0.052689,0.034066917,54.66324744
-984.9,-95.646,0.068046,0.043896953,55.01303848
-984.81,-173.65,0.13198,0.084546314,56.10379019
-984.81,173.65,-0.15442,-0.098444338,-56.86021497
-984.8,100.59,-0.094357,-0.060303627,-56.4698596
-984.01,144.94,-0.13098,-0.08365462,-56.57234545
-983.98,-141.44,0.10578,0.067981559,55.60102053
-983.98,-33.312,0.016568,0.010893274,52.09385596
-983.9,-89.631,0.063164,0.040794984,54.83276061
-983.87,178.9,-0.15885,-0.101287106,-56.8314131
-983.8,-101.8,0.073206,0.047221211,55.02779047
-983.73,-179.63,0.13701,0.087767046,56.10642791
-983.29,18.951,-0.026794,-0.016997803,-57.63213535
-983.19,-147.12,0.11052,0.071021608,55.61461312
-983.19,151.73,-0.13667,-0.087296875,-56.55772272
-983.09,107.22,-0.099985,-0.063951311,-56.34550483
-982.94,-22.736,0.0078204,0.005271557,48.35084568
-982.81,184.64,-0.16371,-0.104402782,-56.80616589
-982.69,-185.27,0.14176,0.090810285,56.10566497
-982.62,-153.06,0.11546,0.074182084,55.64405073
-982.6,-9.0528,-0.0035379,-0.002036942,-73.68679419
-982.53,37.843,-0.042504,-0.027108922,-56.78970901
-982.52,83.129,-0.080088,-0.051238049,-56.30571829
-982.26,56.58,-0.058076,-0.037121963,-56.44646961
-982.23,70.528,-0.069657,-0.044556469,-56.33420097
-982.19,94.714,-0.08971,-0.057408929,-56.26488992
-982.11,158.59,-0.14245,-0.09100653,-56.5272286
-982.09,11.74,-0.020819,-0.013161915,-58.17607538
-982.08,-2.0326,-0.0093695,-0.005791506,-61.78003055
-982.07,113.83,-0.10554,-0.067531933,-56.28162161
-982,-40.023,0.022197,0.014524621,52.82326419
-981.9,-57.613,0.036797,0.023912603,53.88119739
-981.9,-120.14,0.088502,0.057043382,55.14858508
-981.87,-108.12,0.078591,0.050711683,54.97612331
-981.82,4.7837,-0.015037,-0.009441211,-59.26981711
-981.63,-190.81,0.14643,0.093802798,56.1040856
-981.63,190.81,-0.16894,-0.107756289,-56.7797117
-981.6,-114.08,0.083529,0.053874729,55.04300645
-981.53,-46.296,0.027422,0.017889166,53.28831153
-981.53,-159.16,0.1206,0.077482807,55.64743374
-981.26,-16.435,0.0026119,0.001922703,35.84519604
-981.24,120.52,-0.11116,-0.071145175,-56.24390623
-981.18,-164.89,0.12534,0.080500302,55.70127973
-981.04,-70.601,0.047615,0.030874522,54.22101093
-981,165.54,-0.14831,-0.094772982,-56.48974673
-980.95,-130.49,0.097125,0.06257304,55.21860503
-980.74,31.026,-0.036888,-0.023517756,-56.85169793
-980.71,49.712,-0.052437,-0.033524468,-56.41411651
-980.49,196.59,-0.17385,-0.110911479,-56.74662437
-980.47,-196.69,0.1514,0.096987616,56.1024043
-980.47,127.22,-0.11678,-0.074757757,-56.2112148
-980.41,63.142,-0.063623,-0.040721084,-56.24092955
-980.12,-83.403,0.058288,0.03774292,54.43426376
-980.07,-28.898,0.013005,0.008618813,50.89085363
-979.86,172.57,-0.15425,-0.09858532,-56.46345649
-979.72,133.94,-0.12242,-0.078381642,-56.1845311
-979.57,-175.52,0.13426,0.086218048,55.72145568
-979.36,202.1,-0.17854,-0.113923034,-56.71984239
-979.3,-202.41,0.15625,0.100097492,56.09781708
-978.92,140.65,-0.12806,-0.08200693,-56.15753501
-978.81,76.572,-0.074893,-0.047996149,-56.0396015
-978.78,101.41,-0.095549,-0.061247645,-56.0043666
-978.78,-96.174,0.068977,0.044628398,54.55853805
-978.75,-64.071,0.042323,0.027505908,53.8687597
-978.68,-169.93,0.12981,0.08343965,55.57351878
-978.63,-125.19,0.092999,0.060010263,54.97182581
-978.54,179.24,-0.15993,-0.102243832,-56.42019402
-978.52,43.123,-0.047037,-0.03008246,-56.36021999
-978.51,-136.86,0.10265,0.066171783,55.12654282
-978.5,24.204,-0.031255,-0.01991345,-56.95421587
-978.37,-51.345,0.031753,0.020706242,53.34989218
-978.15,-207.91,0.16092,0.103095349,56.08851535
-978.15,207.91,-0.18351,-0.117109798,-56.69909983
-978.07,147.45,-0.13378,-0.085684145,-56.13156812
-978.03,89.036,-0.085321,-0.054711805,-55.94623424
-977.77,-181.37,0.13932,0.089494349,55.67463285
-977.75,-76.946,0.05309,0.034445782,54.12627135
-977.54,185.9,-0.16556,-0.105847111,-56.41428297
-977.47,-103.11,0.074843,0.048419449,54.57218555
-977.47,154.22,-0.13945,-0.089317004,-56.12928586
-977.35,-143.03,0.10787,0.069545097,55.10798655
-976.93,-149.54,0.11329,0.073010194,55.17011329
-976.92,213.59,-0.18836,-0.120230178,-56.66615683
-976.91,108.44,-0.10156,-0.065155093,-55.87423166
-976.85,-213.93,0.16604,0.106380988,56.08052089
-976.85,-90.045,0.064042,0.041502068,54.31038274
-976.69,16.882,-0.025171,-0.016005979,-57.25998772
-976.69,-35.974,0.018997,0.012499006,51.98808311
-976.57,-156.16,0.11879,0.076524367,55.23160072
-976.5,161.3,-0.14543,-0.093159879,-56.10797419
-976.47,-187.2,0.14429,0.09270003,55.6525922
-976.21,-11.747,-0.0012361,-0.000557322,-121.7926295
-976.12,-22.879,0.0080714,0.005451717,48.05244048
-976.06,55.896,-0.057805,-0.03706046,-55.97485638
-975.9,69.371,-0.069071,-0.044318863,-55.85011851
-975.82,115.52,-0.10756,-0.069032488,-55.81069583
-975.78,-5.1157,-0.0067802,-0.004136825,-63.89864068
-975.72,-118.07,0.087414,0.056521356,54.65658811
-975.71,192.44,-0.17123,-0.109526708,-56.33629718
-975.61,219.51,-0.19345,-0.123498866,-56.6411142
-975.61,-219.53,0.17082,0.109447883,56.07428353
-975.38,168.41,-0.15146,-0.097040909,-56.07850573
-975.34,-193.13,0.14933,0.09593547,55.65671366
-975.34,-163.48,0.12499,0.080514393,55.23932416
-975.31,9.2034,-0.018764,-0.011878561,-57.96525543
-975.29,36.136,-0.04131,-0.026435255,-56.26859096
-975.21,82.825,-0.080351,-0.051592672,-55.74110863
-975.04,2.0406,-0.012768,-0.008006999,-59.4604954
-975.04,-57.595,0.03712,0.024201332,53.37998873
-974.99,95.448,-0.090905,-0.058381201,-55.70936905
-974.97,-111.04,0.081653,0.052850393,54.4983782
-974.86,122.6,-0.11354,-0.072897215,-55.75354983
-974.77,-43.555,0.025398,0.016642209,52.6119488
-974.37,-224.95,0.17547,0.112427618,56.07374983
-974.37,224.95,-0.19813,-0.126508573,-56.61389152
-974.29,-131.49,0.098689,0.063781216,54.73050879
-974.13,-70.288,0.047769,0.031079264,53.7005512
-974.07,-199.13,0.15445,0.099232717,55.64423194
-973.95,129.59,-0.11945,-0.076711672,-55.71293939
-973.9,197.77,-0.17591,-0.112578151,-56.25589717
-973.9,-175.6,0.13516,0.087036479,55.29120918
-973.78,175.02,-0.15717,-0.100736698,-56.02059913
-973.41,48.637,-0.05185,-0.033265177,-55.86870353
-973.33,203.78,-0.18095,-0.115790226,-56.27398405
-973.21,-83.225,0.058632,0.038093411,53.91638256
-973.16,230.15,-0.20262,-0.129392797,-56.59295162
-973.15,136.4,-0.12521,-0.080425626,-55.68420917
-973.13,-230.27,0.18003,0.115355035,56.06601024
-973.1,62.261,-0.063282,-0.040647367,-55.68536083
-972.99,29.227,-0.035586,-0.022766172,-56.31086349
-972.78,-205.21,0.15965,0.102574677,55.64270287
-972.66,181.66,-0.16282,-0.104375259,-55.99482281
-972.55,-17.185,0.0033645,0.002416992,39.20194957
-972.54,-30.077,0.014181,0.009410976,50.68575998
-972.44,143.3,-0.13104,-0.084175326,-55.67507322
-972.22,102.47,-0.097009,-0.062384448,-55.50189804
-972.15,-124.42,0.093051,0.060236763,54.47543302
-971.9,209.91,-0.18625,-0.119207146,-56.2406329
-971.89,-97.242,0.070436,0.045719196,54.06220102
-971.89,-169.6,0.13051,0.084170696,55.05396255
-971.82,188.23,-0.16838,-0.107942077,-55.99106967
-971.74,-236.04,0.18499,0.118546645,56.04827977
-971.71,236.17,-0.20782,-0.132741641,-56.55976359
-971.7,-104.73,0.076701,0.049752336,54.16562509
-971.68,150.23,-0.1369,-0.087947109,-55.66174057
-971.67,-211.42,0.16492,0.105954651,55.65149606
-971.66,-182.01,0.14078,0.090699288,55.21621336
-971.64,76.014,-0.074898,-0.048169155,-55.48954455
-971.52,157.02,-0.14256,-0.09156593,-55.69109533
-971.43,-138.26,0.10463,0.067678662,54.5982103
-971.26,215.65,-0.19108,-0.122285874,-56.25680474
-971.13,-50.252,0.031154,0.020393477,52.76453632
-971.03,-63.818,0.042536,0.02774749,53.29674978
-970.87,-158.71,0.12166,0.078573524,54.83587011
-970.87,-145.41,0.11064,0.071537039,54.66113911
-970.81,21.958,-0.029528,-0.01887085,-56.47413673
-970.56,164.32,-0.14876,-0.095557284,-55.67625415
-970.51,-152.11,0.11624,0.075130073,54.71833732
-970.47,41.558,-0.046021,-0.029544158,-55.77022278
-970.38,89.431,-0.08624,-0.055509423,-55.36101057
-970.38,110.04,-0.10351,-0.066617623,-55.37930496
-970.35,-217.87,0.17043,0.10949866,55.64573975
-970.3,-241.92,0.19006,0.121803294,56.03847263
-970.3,241.92,-0.21282,-0.135956366,-56.53551649
-970.11,-188.44,0.14632,0.09428559,55.1880834
-970.04,-76.283,0.053045,0.034546905,53.54487102
-969.86,-89.952,0.064508,0.041944334,53.7943131
-969.8,14.255,-0.023061,-0.014693378,-56.94824838
-969.3,-37.735,0.020709,0.013651866,51.69355037
-969.18,117.53,-0.1099,-0.070763177,-55.30676356
-969.17,-117.37,0.087491,0.056754643,54.15655089
-969,220.88,-0.1958,-0.125391744,-56.150631
-968.9,54.827,-0.057252,-0.036832156,-55.44026336
-968.88,-224.45,0.17609,0.113136288,55.64413725
-968.83,68.833,-0.069043,-0.044454499,-55.31161538
-968.8,247.83,-0.21796,-0.139266617,-56.50556052
-968.76,-2.7168,-0.0087715,-0.005440984,-61.21164983
-968.75,-248.04,0.19535,0.125205921,56.02297272
-968.74,-194.78,0.15177,0.097800254,55.18364603
-968.7,-9.9644,-0.0026623,-0.001483273,-79.48823522
-968.69,171,-0.15458,-0.099352015,-55.58818869
-968.34,-23.801,0.0090033,0.006075577,48.1884022
-968.08,193.12,-0.17304,-0.111094059,-55.75990466
-968.02,124.93,-0.11621,-0.074860664,-55.2350634
-967.98,-56.533,0.036578,0.023934592,52.82483067
-967.94,5.8048,-0.015957,-0.010101429,-57.96775631
-967.81,82.929,-0.08097,-0.052180057,-55.17422786
-967.79,-164.36,0.12677,0.08195538,54.68173046
-967.79,231.78,-0.205,-0.131242319,-56.19961675
-967.7,199.8,-0.17864,-0.114658473,-55.80183103
-967.68,-130.59,0.098681,0.063984906,54.22543559
-967.67,-176.07,0.13649,0.08815105,54.83649911
-967.56,-231.08,0.18177,0.116779525,55.65228608
-967.44,96.226,-0.092184,-0.059421828,-55.13491106
-967.39,-201.14,0.15723,0.101326107,55.17224978
-967.33,253.53,-0.22294,-0.142473102,-56.47865953
-967.3,178.08,-0.16068,-0.103300736,-55.54584298
-967.29,-253.67,0.20023,0.12834269,56.01200219
-967.19,206.57,-0.18433,-0.118282236,-55.83912299
-967.18,-110.76,0.082165,0.053381977,53.91899034
-967.12,226.1,-0.20046,-0.128437455,-56.07596757
-967.04,34.538,-0.040221,-0.025835798,-55.67934043
-966.84,132.06,-0.12232,-0.078822782,-55.18356193
-966.56,185.35,-0.16683,-0.107246698,-55.55723647
-966.45,-44.966,0.026902,0.017684869,52.11874324
-966.25,139.18,-0.12836,-0.082715652,-55.18223784
-966.13,-207.55,0.16273,0.104871419,55.17097224
-966.07,-69.621,0.047701,0.031157311,53.09729277
-965.93,-258.82,0.20472,0.131226106,56.00554318
-965.93,258.82,-0.22757,-0.145456975,-56.45176177
-965.89,-237.86,0.18764,0.120560831,55.63927255
-965.78,237.71,-0.21028,-0.134684802,-56.12748964
-965.7,214.15,-0.19086,-0.122495409,-55.80992098
-965.67,-82.41,0.058492,0.038142796,53.35005721
-965.59,146.4,-0.13449,-0.086670934,-55.17312854
-965.45,104,-0.098897,-0.063809288,-54.98840951
-965.44,47.215,-0.050987,-0.032834965,-55.28264052
-965.4,61.522,-0.063076,-0.040666806,-55.1043885
-965.36,160.04,-0.14593,-0.093995888,-55.25147215
-965.24,-103.36,0.076135,0.049546183,53.66471276
-965.18,-183.01,0.14262,0.092165336,54.74364404
-965,-213.91,0.16817,0.108368198,55.18390297
-964.92,-123.95,0.093436,0.060699886,53.93109727
-964.86,153.53,-0.14055,-0.090583554,-55.16061543
-964.79,27.417,-0.034264,-0.021999257,-55.75071435
-964.65,-136.37,0.10387,0.067412877,54.08035407
-964.59,-31.301,0.015425,0.01025436,50.42381705
-964.54,-244.55,0.19338,0.124243227,55.64631119
-964.53,-16.577,0.00297,0.002170505,36.8344902
-964.52,264.01,-0.23213,-0.148397553,-56.42441258
-964.51,-143.38,0.10974,0.071185421,54.16077965
-964.46,-264.24,0.20944,0.134266777,55.98795502
-964.44,-96.021,0.070039,0.045629555,53.49481142
-964.3,243.99,-0.21575,-0.138211017,-56.10188312
-964.26,-170.23,0.13215,0.085536097,54.49617714
-964.26,-157.39,0.12146,0.078707277,54.3186409
-963.92,-150.49,0.11575,0.07506086,54.20819926
-963.89,75.616,-0.075077,-0.048467364,-54.90217221
-963.77,-220.28,0.17364,0.111886654,55.19277271
-963.41,112.11,-0.10593,-0.06840489,-54.85735004
-963.31,-189.78,0.14853,0.096013534,54.69694032
-963.28,166.35,-0.1515,-0.097649871,-55.1461349
-963.06,-61.818,0.041291,0.027048178,52.65723016
-962.92,269.77,-0.23721,-0.151669864,-56.39890091
-962.9,12.038,-0.021268,-0.013577522,-56.6412475
-962.89,-269.88,0.21438,0.137444245,55.97597396
-962.8,19.658,-0.027732,-0.017777691,-55.99326444
-962.62,250.37,-0.22135,-0.141828908,-56.06832429
-962.61,-226.75,0.17918,0.115444774,55.20841095
-962.56,-251.23,0.19926,0.128048445,55.6129794
-962.4,-88.562,0.063922,0.041717691,53.22516231
-962.37,-0.26574,-0.010835,-0.006799832,-59.34217522
-962.33,220.08,-0.19641,-0.126201547,-55.63200719
-962.1,231.77,-0.20612,-0.132326861,-55.76580439
-962.05,119.91,-0.11264,-0.072777251,-54.77363951
-961.96,173.63,-0.15779,-0.101728665,-55.10869032
-961.94,89.894,-0.087294,-0.056420685,-54.7198507
-961.93,-52.526,0.033484,0.021997683,52.21602955
-961.78,-196.5,0.15436,0.099791942,54.68182751
-961.72,-233.36,0.18479,0.119025999,55.25179504
-961.64,39.938,-0.044971,-0.028988429,-55.13431014
-961.63,209.47,-0.18772,-0.120763735,-55.44401584
-961.51,195.81,-0.17638,-0.113583682,-55.28639043
-961.43,-76.078,0.053447,0.034952728,52.91224132
-961.42,-116.53,0.087577,0.057026174,53.57334073
-961.33,202.56,-0.18204,-0.117180457,-55.35013673
-961.29,189.09,-0.17081,-0.110059296,-55.19815851
-961.26,-275.64,0.21943,0.140699829,55.95612388
-961.26,275.64,-0.24239,-0.155014249,-56.36627074
-961.23,68.694,-0.069387,-0.044841899,-54.73697993
-961.11,53.683,-0.056659,-0.036586698,-54.86229639
-961.06,257.17,-0.22728,-0.145645329,-56.05031895
-960.85,181.35,-0.16441,-0.106009196,-55.09031868
-960.79,-8.4058,-0.0039182,-0.002305459,-69.95315594
-960.75,-38.505,0.021646,0.014317655,51.18397612
-960.75,-177.21,0.13849,0.089735711,54.33097784
-960.71,-258.18,0.20534,0.131967207,55.59926181
-960.54,-24.412,0.0096849,0.00654235,48.0339713
-960.48,82.465,-0.081114,-0.05245912,-54.62325741
-960.45,127.35,-0.11909,-0.076988352,-54.68573834
-960.44,-163.45,0.12706,0.082438734,54.12657795
-960.39,-203.25,0.16019,0.103564913,54.6759375
-960.06,225.77,-0.20156,-0.129593223,-55.53282433
-960,238.69,-0.21227,-0.136332001,-55.7007879
-959.93,97.839,-0.094187,-0.060936215,-54.56654222
-959.86,-240.38,0.19093,0.123003898,55.22272328
-959.7,281.04,-0.24718,-0.158108511,-56.33567041
-959.67,-281.13,0.22427,0.143814643,55.94378694
-959.44,135.15,-0.12579,-0.081343201,-54.64107377
-959.38,-130.61,0.099651,0.06487198,53.611774
-959.23,264.03,-0.23334,-0.149554816,-56.02305942
-959.15,-109.64,0.081997,0.053484278,53.31047325
-959.15,142.73,-0.13222,-0.085490957,-54.65963253
-959.03,-210.01,0.16603,0.107341701,54.67427697
-958.6,-264.5,0.21097,0.135626582,55.55210224
-958.59,150.73,-0.13903,-0.089889043,-54.66846188
-958.5,159.45,-0.14639,-0.094611356,-54.7277258
-958.4,106.08,-0.10131,-0.065589485,-54.46073365
-958.4,-246.42,0.1962,0.126402655,55.21825906
-958.37,6.5182,-0.016614,-0.010576599,-57.08262545
-958.31,-45.471,0.027656,0.01824471,51.58366204
-958.19,245.24,-0.21806,-0.140092753,-55.65401832
-958.09,-101.54,0.075252,0.049146787,53.11682501
-958.09,-67.929,0.046755,0.030663449,52.47795579
-958.04,-286.64,0.22914,0.146955093,55.92518406
-958.02,-184.26,0.1448,0.09388966,54.22358469
-958,214.83,-0.19286,-0.124235509,-55.23742148
-957.97,286.86,-0.25236,-0.161449447,-56.30898963
-957.86,-139.25,0.1071,0.069721483,53.61118962
-957.84,-216.57,0.17169,0.11098872,54.69139553
-957.81,32.531,-0.038795,-0.025022521,-55.04033212
-957.67,-122.99,0.093419,0.060904595,53.38580067
-957.48,60.699,-0.06281,-0.040649362,-54.51656986
-957.33,-147.61,0.1142,0.074310787,53.67890084
-957,-155.74,0.12107,0.078739096,53.76097334
-956.95,-170.82,0.13373,0.086860869,53.95885554
-956.85,270.7,-0.23937,-0.153494733,-55.94671935
-956.76,252.2,-0.22413,-0.14399318,-55.65320547
-956.76,-270.58,0.21636,0.139116136,55.52473394
-956.75,-223.05,0.17727,0.114581121,54.71135033
-956.75,-253.55,0.20241,0.130403363,55.21839014
-956.68,-16.437,0.0029648,0.002175902,36.25616437
-956.67,167.89,-0.15376,-0.09941895,-54.65864428
-956.66,46.245,-0.05053,-0.032676734,-54.63601901
-956.54,-83.232,0.059856,0.039198137,52.70113399
-956.49,-92.916,0.068081,0.044535683,52.86843289
-956.4,24.764,-0.032204,-0.02074688,-55.22333714
-956.3,-292.37,0.23422,0.150228286,55.90938698
-956.3,292.37,-0.25728,-0.164632091,-56.27572876
-956.08,233.06,-0.20841,-0.134172307,-55.33011588
-956.01,-191.37,0.15107,0.097981755,54.18176614
-955.95,-229.54,0.18279,0.118116572,54.75389911
-955.84,114.62,-0.10881,-0.070521412,-54.29356455
-955.84,-58.674,0.03901,0.025658566,52.03499726
-955.75,-32.666,0.016835,0.011217499,50.078016
-955.74,-236.13,0.18828,0.121590462,54.84767276
-955.45,176.35,-0.16107,-0.104159649,-54.63761834
-955.4,207.12,-0.1869,-0.120621356,-54.94768577
-955.16,259.07,-0.23016,-0.147887828,-55.63146953
-954.98,76.074,-0.076068,-0.049320977,-54.23052126
-954.93,-276.48,0.22161,0.142517514,55.49667858
-954.87,276.3,-0.24444,-0.156803474,-55.88940381
-954.83,15.101,-0.023977,-0.015396187,-55.73336747
-954.75,199.54,-0.18067,-0.116697862,-54.81860319
-954.62,-297.81,0.23906,0.153348914,55.89285497
-954.59,297.92,-0.26226,-0.167846031,-56.25034354
-954.56,184.9,-0.16841,-0.108893236,-54.6560712
-954.49,192.34,-0.17467,-0.112896309,-54.71719223
-954.47,-1.4097,-0.0098546,-0.006186379,-59.29511582
-954.42,-198.48,0.15728,0.10201706,54.17029264
-954.09,220.32,-0.19818,-0.127848757,-55.01128444
-954.09,282.02,-0.24934,-0.159906055,-55.92905444
-954.06,-259.71,0.20807,0.13412987,55.12577516
-953.92,121.78,-0.1151,-0.074657081,-54.17157808
-953.86,68.189,-0.06941,-0.045016078,-54.18935311
-953.71,227.21,-0.20401,-0.131558481,-55.07172017
-953.52,239.53,-0.21432,-0.138069521,-55.22614866
-953.44,84.852,-0.083674,-0.054301024,-54.09285936
-953.38,92.608,-0.090298,-0.058605922,-54.07658052
-953.37,266.08,-0.23637,-0.151897512,-55.61150202
-953.32,-164.04,0.12857,0.083703941,53.60089143
-953.3,-74.801,0.052909,0.034740267,52.29877006
-953.27,-282.25,0.22672,0.145816337,55.48326362
-953.24,-178.04,0.14036,0.091267327,53.78997614
-953.04,-205.73,0.16356,0.106092262,54.16770037
-952.91,130.21,-0.12238,-0.079401671,-54.12773959
