-1000,1.2246e-13,5.6325e-05
-999.98,-5.6854,0.00065775
-999.98,5.9116,-0.00056927
-999.93,-11.664,0.0012902
-999.93,11.83,-0.0011955
-999.85,-17.452,0.0019026
-999.85,17.452,-0.0017904
-999.74,22.765,-0.0023528
-999.72,-23.62,0.0025553
-999.59,28.655,-0.0029763
-999.56,-29.526,0.0031803
-999.39,-34.899,0.0037497
-999.39,34.899,-0.0036376
-999.18,-40.461,0.0043388
-999.17,40.787,-0.0042613
-998.94,-46.093,0.0049358
-998.91,46.665,-0.0048844
-998.63,-52.336,0.0055978
-998.63,52.336,-0.0054859
-998.31,-58.044,0.0062035
-998.28,58.606,-0.0061513
-997.96,-63.839,0.0068188
-997.93,64.326,-0.0067589
-997.56,-69.756,0.0074476
-997.56,69.756,-0.0073361
-997.17,75.17,-0.007912
-997.14,-75.563,0.0080651
-996.7,81.216,-0.0085555
-996.68,-81.477,0.0086946
-996.19,-87.156,0.0092996
-996.19,87.156,-0.0091884
-995.66,93.093,-0.0098217
-995.63,-93.388,0.0099642
-995.1,98.831,-0.010435
-995.08,-99.099,0.010574
-994.87,-8.6527,0.00097629
-994.81,16.838,-0.0017344
-994.68,-28.291,0.0030647
-994.6,-21.577,0.0023509
-994.58,24.052,-0.002502
-994.56,-15.125,0.001665
-994.53,-1.9599,0.00026479
-994.52,-104.53,0.011155
-994.52,104.53,-0.011044
-994.49,10.043,-0.0010122
-994.46,30.946,-0.0032355
-994.06,-35.386,0.003821
-993.97,3.7338,-0.00034126
-993.93,-110,0.01174
-993.86,110.67,-0.011701
-993.78,-47.525,0.0051134
-993.76,37.414,-0.0039261
-993.52,43.867,-0.0046136
-993.28,-41.261,0.0044494
-993.26,-115.93,0.012376
-993.25,116.02,-0.012275
-993.17,56.301,-0.0059382
-992.99,49.958,-0.0052643
-992.91,-54.06,0.005813
-992.62,69.6,-0.0073562
-992.61,-59.728,0.0064181
-992.55,63.162,-0.0066719
-992.55,-121.87,0.013013
-992.55,121.87,-0.012903
-992.17,-66.121,0.007101
-992.11,76.943,-0.0081409
-991.85,-71.833,0.0077112
-991.85,-127.45,0.013612
-991.82,127.62,-0.013521
-991.56,-78.418,0.0084138
-991.12,132.96,-0.014096
-991.09,83.51,-0.0088482
-991.07,-133.31,0.014243
-990.77,-91.239,0.0097843
-990.72,-84.461,0.009064
-990.27,89.748,-0.0095195
-990.27,-139.17,0.014875
-990.27,139.17,-0.014765
-989.99,-97.952,0.010506
-989.79,20.249,-0.0021081
-989.76,-5.116,0.00060309
-989.64,-31.722,0.0034466
-989.45,-144.87,0.015489
-989.38,145.32,-0.015429
-989.37,95.8,-0.010173
-989.32,107.52,-0.01142
-989.24,-104.6,0.011221
-989.24,-11.767,0.0013146
-989.23,27.513,-0.0028859
-989.19,-25.095,0.0027397
-989.07,13.556,-0.0013938
-989,-18.459,0.0020306
-988.87,101.52,-0.010787
-988.69,-111.24,0.011934
-988.58,-150.72,0.016123
-988.5,151.24,-0.01607
-988.41,33.655,-0.0035456
-988.32,-50.017,0.0054076
-988.3,6.9672,-0.00068962
-988.07,40.748,-0.0043057
-987.82,73.116,-0.0077679
-987.69,59.769,-0.0063424
-987.69,-156.43,0.016742
-987.69,156.43,-0.016633
-987.63,-43.685,0.004734
-987.63,118.47,-0.012605
-987.48,-117.9,0.012656
-987.35,0.39142,1.421e-05
-987.28,-62.103,0.0067063
-987.15,53.249,-0.0056482
-987,112.89,-0.01202
-986.99,46.832,-0.0049621
-986.86,-37.18,0.004041
-986.82,161.81,-0.017216
-986.75,-162.22,0.01737
-986.72,-74.431,0.0080287
-986.48,67.081,-0.0071326
-986.34,124.3,-0.013243
-986.24,-123.41,0.013259
-986.13,79.616,-0.0084766
-986.04,135.41,-0.014429
-986,-55.77,0.0060368
-985.99,-129.54,0.013915
-985.84,167.68,-0.017855
-985.79,-167.98,0.017996
-985.66,-87.934,0.0094815
-985.3,-68.036,0.0073554
-985.19,-135.72,0.014583
-985,-80.51,0.0086936
-984.82,-94.543,0.010196
-984.81,-173.65,0.018614
-984.81,173.65,-0.018505
-984.8,86.034,-0.0091753
-984.8,141.93,-0.01514
-984.69,129.87,-0.013859
-984.46,23.996,-0.0025224
-984.2,-7.1395,0.00082366
-984.06,-141.39,0.015204
-983.96,-101.07,0.010904
-983.96,-29.711,0.0032501
-983.84,179.05,-0.019096
-983.82,148.75,-0.015881
-983.81,-179.23,0.019223
-983.8,92.591,-0.009887
-983.65,-146.84,0.01579
-983.63,106.38,-0.011365
-983.45,-14.68,0.0016353
-983.39,-107.59,0.011607
-983.37,-22.186,0.0024428
-983.37,17.604,-0.0018377
-983.11,-114.11,0.012308
-983.07,37.111,-0.0039368
-982.78,184.76,-0.019721
-982.76,-184.89,0.019842
-982.68,99.53,-0.010642
-982.48,-152.17,0.016375
-982.47,11.095,-0.0011385
-982.35,-48.708,0.0052996
-982.32,155.97,-0.016674
-982.13,-157.81,0.016982
-982.12,62.797,-0.0067043
-982.01,73.82,-0.0078898
-981.94,30.125,-0.0031892
-981.63,118.77,-0.012714
-981.63,-190.81,0.020491
-981.63,190.81,-0.020384
-981.52,4.4487,-0.00042327
-981.42,162.56,-0.01739
-981.21,-61.282,0.0066593
-981.11,-41.58,0.0045384
-981.09,56.482,-0.0060316
-980.95,-163.68,0.017627
-980.79,-73.824,0.0080117
-980.75,136.63,-0.014636
-980.67,43.264,-0.0046099
-980.54,49.923,-0.0053283
-980.49,112.84,-0.012094
-980.47,196.67,-0.021028
-980.47,-196.68,0.021136
-980.42,-85.094,0.0092267
-980.36,-125.92,0.013606
-980.21,-2.3105,0.00030559
-979.99,-132.72,0.01434
-979.94,-119.41,0.012915
-979.88,169.27,-0.018132
-979.79,-34.564,0.0037875
-979.7,80.496,-0.0086275
-979.66,-169.21,0.018238
-979.5,124.75,-0.013383
-979.43,143.86,-0.015429
-979.35,-202.15,0.021739
-979.31,202.37,-0.021657
-979.11,-91.617,0.0099409
-978.9,-54.361,0.0059283
-978.86,-174.9,0.018859
-978.84,68.512,-0.0073433
-978.66,151.16,-0.016223
-978.54,-139.27,0.015062
-978.26,87.227,-0.0093656
-978.24,-10.208,0.0011603
-978.23,174.69,-0.01874
-978.16,-98.153,0.010654
-978.15,-207.91,0.022375
-978.15,207.91,-0.022269
-978.09,-67.284,0.0073282
-978.05,23.5,-0.0024856
-978.04,-26.44,0.002916
-977.85,-180.81,0.019506
-977.78,-145.99,0.015793
-977.77,180.54,-0.019372
-977.7,-18.287,0.002035
-977.69,131.17,-0.014098
-977.6,106.11,-0.011405
-977.51,-104.91,0.011388
-977.46,-111.94,0.012145
-977.44,-79.596,0.0086617
-977.35,94.204,-0.010126
-977.29,186.6,-0.020026
-977.23,-186.78,0.020154
-977,35.639,-0.0038025
-976.9,-213.69,0.023015
-976.89,213.74,-0.022914
-976.63,-152.43,0.0165
-976.59,16.455,-0.0017264
-976.42,-158.34,0.017136
-976.02,158.6,-0.017063
-975.83,192.97,-0.020734
-975.76,165.2,-0.017774
-975.74,218.93,-0.023491
-975.73,-46.809,0.0051296
-975.73,-193.23,0.020871
-975.7,100.62,-0.010836
-975.65,-219.34,0.023642
-975.46,9.4213,-0.00096557
-975.4,61.977,-0.0066622
-975,138.52,-0.014926
-974.83,74.794,-0.0080539
-974.57,118.72,-0.012801
-974.55,-163.94,0.017769
-974.43,198.65,-0.021369
-974.37,-224.95,0.024266
-974.37,224.95,-0.024161
-974.35,-60.246,0.0065937
-974.34,-129.19,0.014043
-974.31,2.2386,-0.00018682
-974.21,54.885,-0.0059015
-974.08,-39.252,0.0043184
-974,29.425,-0.0031398
-973.98,111.67,-0.012049
-973.82,-86.717,0.0094647
-973.8,-198.35,0.021457
-973.8,41.588,-0.0044611
-973.79,145.87,-0.015735
-973.65,-73.587,0.0080445
-973.6,-123.06,0.013393
-973.55,47.976,-0.0051558
-973.41,-229.09,0.024728
-973.4,-204.38,0.022107
-973.36,-170.24,0.018465
-973.22,-5.3406,0.00063686
-973.19,-135.36,0.014723
-973.18,152.89,-0.016499
-973.09,-31.1,0.003437
-973.02,230.72,-0.024804
-972.99,204.48,-0.022021
-972.83,-116.41,0.012685
-972.72,-176.53,0.019151
-972.68,81.667,-0.0088173
-972.58,125.97,-0.013611
-972.44,210.16,-0.022637
-972.43,-233.22,0.025189
-972.14,-93.988,0.010269
-972.11,170.76,-0.018437
-972.1,-13.742,0.0015519
-972.09,-142.58,0.015518
-972.05,-22.393,0.0024934
-971.8,-189.29,0.020533
-971.79,-210.31,0.022775
-971.78,177.07,-0.019119
-971.68,-182.9,0.019852
-971.66,236.39,-0.025439
-971.63,-52.79,0.0058017
-971.6,89.654,-0.0096935
-971.55,189.07,-0.020408
-971.54,183.15,-0.019774
-971.35,-237.66,0.025686
-971.33,-101.17,0.011056
-971.31,68.139,-0.0073603
-971.16,-108.59,0.011861
-971.14,-149.85,0.016315
-970.92,22.234,-0.0023665
-970.8,133.37,-0.014435
-970.63,-67.115,0.0073659
-970.52,220.66,-0.023799
-970.46,-215.78,0.023387
-970.34,-157.19,0.01712
-970.3,-241.92,0.026164
-970.3,241.92,-0.02606
-970.18,-80.809,0.0088583
-969.93,97.211,-0.010531
-969.93,163.73,-0.017722
-969.84,214.99,-0.023212
-969.54,105.39,-0.011424
-969.43,-222.11,0.024085
-969.24,14.968,-0.0015775
-969.21,35.926,-0.0038648
-968.96,194.99,-0.021097
-968.8,-247.84,0.02683
-968.79,141.26,-0.015318
-968.78,247.93,-0.026737
-968.64,157.22,-0.017044
-968.5,226.53,-0.024473
-968.48,-44.711,0.0049391
-968.46,60.133,-0.0065094
-968.41,-164.99,0.017993
-968.1,201.02,-0.021761
-968.08,7.4709,-0.00076019
-967.99,-193.98,0.021116
-967.85,-200.8,0.021849
-967.79,113.59,-0.012335
-967.72,149.18,-0.016192
-967.56,-129.16,0.014137
-967.42,-35.789,0.0039695
-967.33,-253.53,0.027472
-967.33,75.025,-0.0081424
-967.32,253.55,-0.027372
-967.26,-227.41,0.024702
-967.15,-60.292,0.0066476
-967.1,121.05,-0.013154
-967.08,-137.15,0.01501
-967.05,-0.3927,9.9306e-05
-966.94,-232.83,0.025288
-966.93,232.48,-0.025146
-966.92,-172.56,0.018837
-966.88,-206.73,0.022506
-966.87,51.966,-0.0056281
-966.85,-88.669,0.0097456
-966.76,-121.37,0.013304
-966.75,208.22,-0.022561
-966.51,-26.859,0.0029963
-966.35,-8.7648,0.001016
-966.33,-74.46,0.0082007
-966.32,84.133,-0.0091448
-966.29,-179.18,0.019562
-966.19,43.747,-0.0047331
-966.15,28.591,-0.0030745
-966.09,-187.04,0.020412
-966.05,-113.37,0.012444
-965.94,-17.71,0.0019962
-965.93,-258.82,0.028071
-965.93,258.82,-0.027968
-965.66,188.82,-0.020505
-965.58,-145.44,0.015931
-965.39,182.12,-0.019789
-965.38,175.37,-0.019062
-965.37,238.52,-0.025829
-965.35,128.74,-0.014014
-964.99,220.56,-0.023923
-964.92,-96.681,0.010639
-964.89,-238.42,0.025935
-964.75,168.72,-0.018356
-964.71,-218.57,0.023823
-964.57,-104.58,0.011505
-964.55,-263.91,0.028648
-964.52,-53.289,0.0058989
-964.5,264.09,-0.028567
-964.27,92.062,-0.010031
-964.26,-212.04,0.023135
-964.24,-152.39,0.016707
-964.18,-159.85,0.017516
-964.11,66.653,-0.0072535
-963.96,244.75,-0.02653
-963.89,-244.39,0.026596
-963.81,136.65,-0.014897
-963.37,214.34,-0.023297
-963.09,21.248,-0.002278
-963.07,100.25,-0.010938
-962.98,-269.56,0.029292
-962.91,269.81,-0.029219
-962.89,161.56,-0.017616
-962.87,-67.612,0.0074798
-962.74,-82.389,0.0090997
-962.71,202.45,-0.022036
-962.59,227.01,-0.024673
