,,,stan,er
-958.19,245.24,-0.21209,-0.140092753,-51.39255593
-958.09,-101.54,0.073165,0.049146787,48.87036227
-958.09,-67.929,0.045457,0.030663449,48.24490293
-958.04,-286.64,0.22286,0.146955093,51.65176975
-958.02,-184.26,0.1408,0.09388966,49.96326467
-958,214.83,-0.18756,-0.124235509,-50.97133035
-957.97,286.86,-0.24547,-0.161449447,-52.04139992
-957.86,-139.25,0.10414,0.069721483,49.3657263
-957.84,-216.57,0.16696,0.11098872,50.4297012
-957.81,32.531,-0.037721,-0.025022521,-50.74819868
-957.67,-122.99,0.090831,0.060904595,49.13653176
-957.48,60.699,-0.061071,-0.040649362,-50.23851995
-957.33,-147.61,0.11104,0.074310787,49.42648992
-957,-155.74,0.11772,0.078739096,49.50641597
-956.95,-170.82,0.13004,0.086860869,49.71068253
-956.85,270.7,-0.23282,-0.153494733,-51.67947195
-956.76,252.2,-0.21799,-0.14399318,-51.38911463
-956.76,-270.58,0.21042,0.139116136,51.25492011
-956.75,-223.05,0.17238,0.114581121,50.44363158
-956.75,-253.55,0.19685,0.130403363,50.9546964
-956.68,-16.437,0.0028811,0.002175902,32.40948299
-956.67,167.89,-0.14952,-0.09941895,-50.39386377
-956.66,46.245,-0.049131,-0.032676734,-50.35468533
-956.54,-83.232,0.058196,0.039198137,48.46623886
-956.49,-92.916,0.066193,0.044535683,48.62913556
-956.4,24.764,-0.031312,-0.02074688,-50.92389556
-956.3,-292.37,0.2278,0.150228286,51.63589085
-956.3,292.37,-0.25026,-0.164632091,-52.01167553
-956.08,233.06,-0.20269,-0.134172307,-51.06694107
-956.01,-191.37,0.1469,0.097981755,49.92587175
-955.95,-229.54,0.17776,0.118116572,50.4953942
-955.84,114.62,-0.1058,-0.070521412,-50.02535732
-955.84,-58.674,0.037927,0.025658566,47.8141846
-955.75,-32.666,0.016366,0.011217499,45.8970484
-955.74,-236.13,0.1831,0.121590462,50.58747016
-955.45,176.35,-0.15663,-0.104159649,-50.37493115
-955.4,207.12,-0.18176,-0.120621356,-50.68641715
-955.16,259.07,-0.22386,-0.147887828,-51.37148405
-954.98,76.074,-0.073963,-0.049320977,-49.96256039
-954.93,-276.48,0.21553,0.142517514,51.23053623
-954.87,276.3,-0.23776,-0.156803474,-51.6292941
-954.83,15.101,-0.023314,-0.015396187,-51.42710636
-954.75,199.54,-0.1757,-0.116697862,-50.55974196
-954.62,-297.81,0.23251,0.153348914,51.62154986
-954.59,297.92,-0.25511,-0.167846031,-51.99048707
-954.56,184.9,-0.16377,-0.108893236,-50.3950168
-954.49,192.34,-0.16987,-0.112896309,-50.4655032
-954.47,-1.4097,-0.0095828,-0.006186379,-54.90159275
-954.42,-198.48,0.15294,0.10201706,49.91610221
-954.09,220.32,-0.19274,-0.127848757,-50.75625675
-954.09,282.02,-0.24253,-0.159906055,-51.6703039
-954.06,-259.71,0.20235,0.13412987,50.86125152
-953.92,121.78,-0.11192,-0.074657081,-49.91210269
-953.86,68.189,-0.067489,-0.045016078,-49.92198893
-953.71,227.21,-0.19841,-0.131558481,-50.81505808
-953.52,239.53,-0.20844,-0.138069521,-50.96742453
-953.44,84.852,-0.081359,-0.054301024,-49.82958798
-953.38,92.608,-0.0878,-0.058605922,-49.8142126
-953.37,266.08,-0.2299,-0.151897512,-51.35205108
-953.32,-164.04,0.12502,0.083703941,49.35975303
-953.3,-74.801,0.051441,0.034740267,48.07312614
-953.27,-282.25,0.2205,0.145816337,51.21762362
-953.24,-178.04,0.13648,0.091267327,49.53872858
-953.04,-205.73,0.15905,0.106092262,49.91668344
