,,,stan,er
-971.43,-138.26,0.10554,0.067678662,55.94279954
-971.26,215.65,-0.19272,-0.122285874,-57.59792448
-971.13,-50.252,0.031424,0.020393477,54.08848909
-971.03,-63.818,0.042903,0.02774749,54.61939195
-970.87,-158.71,0.12271,0.078573524,56.1721981
-970.87,-145.41,0.11159,0.071537039,55.9891225
-970.81,21.958,-0.029783,-0.01887085,-57.82542719
-970.56,164.32,-0.15004,-0.095557284,-57.01576481
-970.51,-152.11,0.11724,0.075130073,56.04936225
-970.47,41.558,-0.046418,-0.029544158,-57.11397408
-970.38,89.431,-0.086983,-0.055509423,-56.69952206
-970.38,110.04,-0.1044,-0.066617623,-56.71528777
-970.35,-217.87,0.1719,0.10949866,56.98822193
-970.3,-241.92,0.19169,0.121803294,57.37669587
-970.3,241.92,-0.21464,-0.135956366,-57.87418128
-970.11,-188.44,0.14758,0.09428559,56.52444879
-970.04,-76.283,0.053503,0.034546905,54.87060484
-969.86,-89.952,0.065065,0.041944334,55.12226363
-969.8,14.255,-0.02326,-0.014693378,-58.30259994
-969.3,-37.735,0.020888,0.013651866,53.00472646
-969.18,117.53,-0.11084,-0.070763177,-56.63513806
-969.17,-117.37,0.088246,0.056754643,55.48683853
-969,220.88,-0.19748,-0.125391744,-57.49043212
-968.9,54.827,-0.057746,-0.036832156,-56.7814827
-968.88,-224.45,0.1776,0.113136288,56.97881069
-968.83,68.833,-0.069639,-0.044454499,-56.65231209
-968.8,247.83,-0.21983,-0.139266617,-57.84830872
-968.76,-2.7168,-0.0088469,-0.005440984,-62.59742859
-968.75,-248.04,0.19703,0.125205921,57.3647623
-968.74,-194.78,0.15307,0.097800254,56.51288593
-968.7,-9.9644,-0.002685,-0.001483273,-81.01863485
-968.69,171,-0.15591,-0.099352015,-56.9268631
-968.34,-23.801,0.0090814,0.006075577,49.47387688
-968.08,193.12,-0.17452,-0.111094059,-57.09210912
-968.02,124.93,-0.11722,-0.074860664,-56.58423657
-967.98,-56.533,0.036894,0.023934592,54.14509548
-967.94,5.8048,-0.016094,-0.010101429,-59.32400013
-967.81,82.929,-0.081669,-0.052180057,-56.51382012
-967.79,-164.36,0.12786,0.08195538,56.01172246
-967.79,231.78,-0.20676,-0.131242319,-57.5406476
-967.7,199.8,-0.18017,-0.114658473,-57.13622871
-967.68,-130.59,0.099533,0.063984906,55.55699963
-967.67,-176.07,0.13766,0.08815105,56.16376633
-967.56,-231.08,0.18333,0.116779525,56.98813669
-967.44,96.226,-0.092978,-0.059421828,-56.47112038
-967.39,-201.14,0.15858,0.101326107,56.50458164
-967.33,253.53,-0.22485,-0.142473102,-57.81926346
-967.3,178.08,-0.16207,-0.103300736,-56.89142875
-967.29,-253.67,0.20195,0.12834269,57.35216422
-967.19,206.57,-0.18591,-0.118282236,-57.17491106
-967.18,-110.76,0.082874,0.053381977,55.24715396
-967.12,226.1,-0.20218,-0.128437455,-57.41514079
-967.04,34.538,-0.040568,-0.025835798,-57.02243809
-966.84,132.06,-0.12337,-0.078822782,-56.51566412
-966.56,185.35,-0.16827,-0.107246698,-56.89993515
-966.45,-44.966,0.027135,0.017684869,53.43625373
-966.25,139.18,-0.12946,-0.082715652,-56.51209497
-966.13,-207.55,0.16413,0.104871419,56.50594035
-966.07,-69.621,0.048113,0.031157311,54.41961483
-965.93,-258.82,0.20647,0.131226106,57.33911929
-965.93,258.82,-0.22952,-0.145456975,-57.79236438
-965.89,-237.86,0.18925,0.120560831,56.97469798
-965.78,237.71,-0.21208,-0.134684802,-57.46394333
-965.7,214.15,-0.1925,-0.122495409,-57.14874666
-965.67,-82.41,0.058998,0.038142796,54.67665108
-965.59,146.4,-0.13565,-0.086670934,-56.51152417
-965.45,104,-0.09975,-0.063809288,-56.3252055
-965.44,47.215,-0.051427,-0.032834965,-56.62267547
-965.4,61.522,-0.06362,-0.040666806,-56.44208885
-965.36,160.04,-0.14718,-0.093995888,-56.58131756
-965.24,-103.36,0.076792,0.049546183,54.99074831
-965.18,-183.01,0.14385,0.092165336,56.07820218
-965,-213.91,0.16962,0.108368198,56.52193389
-964.92,-123.95,0.094243,0.060699886,55.26058907
-964.86,153.53,-0.14176,-0.090583554,-56.49639875
-964.79,27.417,-0.034559,-0.021999257,-57.09166872
-964.65,-136.37,0.10476,0.067412877,55.40057661
-964.59,-31.301,0.015558,0.01025436,51.7208263
-964.54,-244.55,0.19504,0.124243227,56.98240012
-964.53,-16.577,0.002996,0.002170505,38.03236789
-964.52,264.01,-0.23412,-0.148397553,-57.76540504
-964.51,-143.38,0.11068,0.071185421,55.48127476
-964.46,-264.24,0.21124,0.134266777,57.32856961
-964.44,-96.021,0.070644,0.045629555,54.82070644
-964.3,243.99,-0.2176,-0.138211017,-57.44041607
-964.26,-170.23,0.13329,0.085536097,55.82894779
-964.26,-157.39,0.12251,0.078707277,55.65269798
-963.92,-150.49,0.11675,0.07506086,55.54045152
-963.89,75.616,-0.075725,-0.048467364,-56.23915434
-963.77,-220.28,0.17513,0.111886654,56.52447757
-963.41,112.11,-0.10684,-0.06840489,-56.18766429
-963.31,-189.78,0.14981,0.096013534,56.0300857
-963.28,166.35,-0.1528,-0.097649871,-56.47742186
-963.06,-61.818,0.041648,0.027048178,53.97709723
-962.92,269.77,-0.23923,-0.151669864,-57.73074097
-962.9,12.038,-0.021451,-0.013577522,-57.98906339
-962.89,-269.88,0.21622,0.137444245,57.31469862
-962.8,19.658,-0.027971,-0.017777691,-57.33764602
-962.62,250.37,-0.22325,-0.141828908,-57.40796656
-962.61,-226.75,0.18072,0.115444774,56.54238212
-962.56,-251.23,0.20097,0.128048445,56.94841148
-962.4,-88.562,0.064474,0.041717691,54.54834196
-962.37,-0.26574,-0.010929,-0.006799832,-60.72456234
-962.33,220.08,-0.19809,-0.126201547,-56.96321116
-962.1,231.77,-0.20789,-0.132326861,-57.1034013
-962.05,119.91,-0.11361,-0.072777251,-56.10647359
-961.96,173.63,-0.15914,-0.101728665,-56.43574991
-961.94,89.894,-0.088046,-0.056420685,-56.0526952
-961.93,-52.526,0.033774,0.021997683,53.5343502
-961.78,-196.5,0.15569,0.099791942,56.01460044
-961.72,-233.36,0.18637,0.119025999,56.57923612
-961.64,39.938,-0.045358,-0.028988429,-56.46932555
-961.63,209.47,-0.18934,-0.120763735,-56.78547815
-961.51,195.81,-0.1779,-0.113583682,-56.62461082
-961.43,-76.078,0.053908,0.034952728,54.23116555
-961.42,-116.53,0.088333,0.057026174,54.89904777
-961.33,202.56,-0.1836,-0.117180457,-56.68141674
-961.29,189.09,-0.17228,-0.110059296,-56.53380217
-961.26,-275.64,0.22131,0.140699829,57.29230177
-961.26,275.64,-0.24446,-0.155014249,-57.70163185
-961.23,68.694,-0.069985,-0.044841899,-56.07055414
-961.11,53.683,-0.057148,-0.036586698,-56.19884774
-961.06,257.17,-0.22923,-0.145645329,-57.38918784
-960.85,181.35,-0.16582,-0.106009196,-56.42039197
-960.79,-8.4058,-0.0039517,-0.002305459,-71.40622897
-960.75,-38.505,0.021833,0.014317655,52.49005593
-960.75,-177.21,0.13968,0.089735711,55.65709426
-960.71,-258.18,0.2071,0.131967207,56.93292647
-960.54,-24.412,0.0097689,0.00654235,49.31791369
-960.48,82.465,-0.081814,-0.05245912,-55.95762977
-960.45,127.35,-0.12011,-0.076988352,-56.01061409
-960.44,-163.45,0.12815,0.082438734,55.44877196
-960.39,-203.25,0.16157,0.103564913,56.00843512
-960.06,225.77,-0.20329,-0.129593223,-56.86777068
-960,238.69,-0.21409,-0.136332001,-57.03576427
-959.93,97.839,-0.094999,-0.060936215,-55.89908314
-959.86,-240.38,0.19257,0.123003898,56.55601436
-959.7,281.04,-0.2493,-0.158108511,-57.67652169
-959.67,-281.13,0.22619,0.143814643,57.27883876
-959.44,135.15,-0.12687,-0.081343201,-55.96878153
-959.38,-130.61,0.10051,0.06487198,54.93592041
-959.23,264.03,-0.23533,-0.149554816,-57.35367521
-959.15,-109.64,0.082704,0.053484278,54.63235704
-959.15,142.73,-0.13336,-0.085490957,-55.9931069
-959.03,-210.01,0.16746,0.107341701,56.00647124
-958.6,-264.5,0.21278,0.135626582,56.88664888
-958.59,150.73,-0.14023,-0.089889043,-56.00344105
-958.5,159.45,-0.14765,-0.094611356,-56.05948982
-958.4,106.08,-0.10218,-0.065589485,-55.78716577
-958.4,-246.42,0.19788,0.126402655,56.54734507
-958.37,6.5182,-0.016757,-0.010576599,-58.43466682
-958.31,-45.471,0.027895,0.01824471,52.89363077
-958.19,245.24,-0.21993,-0.140092753,-56.98884825
-958.09,-101.54,0.075901,0.049146787,54.43735894
-958.09,-67.929,0.047159,0.030663449,53.79548534
-958.04,-286.64,0.2311,0.146955093,57.25892483
-958.02,-184.26,0.14605,0.09388966,55.55493469
-958,214.83,-0.19452,-0.124235509,-56.57359341
-957.97,286.86,-0.25451,-0.161449447,-57.64067582
-957.86,-139.25,0.10803,0.069721483,54.9450683
-957.84,-216.57,0.17316,0.11098872,56.01585445
-957.81,32.531,-0.039129,-0.025022521,-56.37512967
-957.67,-122.99,0.094225,0.060904595,54.70918194
-957.48,60.699,-0.063351,-0.040649362,-55.84746405
-957.33,-147.61,0.11519,0.074310787,55.0111435
-957,-155.74,0.12212,0.078739096,55.09449132
-956.95,-170.82,0.13489,0.086860869,55.29432456
-956.85,270.7,-0.24142,-0.153494733,-57.28227007
-956.76,252.2,-0.22605,-0.14399318,-56.98660196
-956.76,-270.58,0.21821,0.139116136,56.85455811
-956.75,-223.05,0.17879,0.114581121,56.03792139
-956.75,-253.55,0.20415,0.130403363,56.55271156
-956.68,-16.437,0.0029908,0.002175902,37.45107137
-956.67,167.89,-0.15508,-0.09941895,-55.98635897
-956.66,46.245,-0.050965,-0.032676734,-55.96724141
-956.54,-83.232,0.060373,0.039198137,54.02007421
-956.49,-92.916,0.068669,0.044535683,54.18872252
-956.4,24.764,-0.032481,-0.02074688,-56.55847763
-956.3,-292.37,0.23622,0.150228286,57.24069419
-956.3,292.37,-0.25948,-0.164632091,-57.61204174
-956.08,233.06,-0.21019,-0.134172307,-56.65676818
-956.01,-191.37,0.15237,0.097981755,55.50854376
-955.95,-229.54,0.18436,0.118116572,56.08309448
-955.84,114.62,-0.10974,-0.070521412,-55.61231297
-955.84,-58.674,0.039347,0.025658566,53.3483988
-955.75,-32.666,0.01698,0.011217499,51.37063925
-955.74,-236.13,0.1899,0.121590462,56.18001411
-955.45,176.35,-0.16246,-0.104159649,-55.97210825
-955.4,207.12,-0.18851,-0.120621356,-56.28244112
-955.16,259.07,-0.23213,-0.147887828,-56.96356023
-954.98,76.074,-0.076724,-0.049320977,-55.56058412
-954.93,-276.48,0.22351,0.142517514,56.82984807
-954.87,276.3,-0.24653,-0.156803474,-57.22228245
-954.83,15.101,-0.024183,-0.015396187,-57.07136111
-954.75,199.54,-0.18222,-0.116697862,-56.14681947
-954.62,-297.81,0.2411,0.153348914,57.22315457
-954.59,297.92,-0.26449,-0.167846031,-57.57894213
-954.56,184.9,-0.16985,-0.108893236,-55.97846739
-954.49,192.34,-0.17618,-0.112896309,-56.05470274
-954.47,-1.4097,-0.0099393,-0.006186379,-60.66425271
-954.42,-198.48,0.15863,0.10201706,55.49360072
-954.09,220.32,-0.19988,-0.127848757,-56.34098059
-954.09,282.02,-0.25147,-0.159906055,-57.26108655
-954.06,-259.71,0.20985,0.13412987,56.45284721
-953.92,121.78,-0.11609,-0.074657081,-55.49764118
-953.86,68.189,-0.070008,-0.045016078,-55.51776736
-953.71,227.21,-0.20576,-0.131558481,-56.40192707
-953.52,239.53,-0.21615,-0.138069521,-56.5515679
-953.44,84.852,-0.084395,-0.054301024,-55.4206428
-953.38,92.608,-0.091076,-0.058605922,-55.40409142
-953.37,266.08,-0.23839,-0.151897512,-56.94134605
-953.32,-164.04,0.12968,0.083703941,54.92699387
-953.3,-74.801,0.053366,0.034740267,53.61424641
-953.27,-282.25,0.22866,0.145816337,56.81370439
-953.24,-178.04,0.14157,0.091267327,55.1157518
-953.04,-205.73,0.16497,0.106092262,55.49673227
-952.91,130.21,-0.12344,-0.079401671,-55.4627241
