,,,stan,er
-959.38,-130.61,0.10546,0.06487198,62.56633336
-959.23,264.03,-0.24655,-0.149554816,-64.85594111
-959.15,-109.64,0.086782,0.053484278,62.25702757
-959.15,142.73,-0.13987,-0.085490957,-63.60794738
-959.03,-210.01,0.17561,0.107341701,63.59904703
-958.6,-264.5,0.223,0.135626582,64.42204483
-958.59,150.73,-0.14707,-0.089889043,-63.61282233
-958.5,159.45,-0.15484,-0.094611356,-63.65900036
-958.4,106.08,-0.10719,-0.065589485,-63.42558524
-958.4,-246.42,0.20743,0.126402655,64.10256614
-958.37,6.5182,-0.017579,-0.010576599,-66.20654103
-958.31,-45.471,0.029279,0.01824471,60.47939112
-958.19,245.24,-0.23047,-0.140092753,-64.51243512
-958.09,-101.54,0.079645,0.049146787,62.05535438
-958.09,-67.929,0.049492,0.030663449,61.40389238
-958.04,-286.64,0.24214,0.146955093,64.77142388
-958.02,-184.26,0.15318,0.09388966,63.14895513
-958,214.83,-0.2039,-0.124235509,-64.12376978
-957.97,286.86,-0.26656,-0.161449447,-65.1043124
-957.86,-139.25,0.11333,0.069721483,62.54674248
-957.84,-216.57,0.18157,0.11098872,63.59320104
-957.81,32.531,-0.041055,-0.025022521,-64.07219578
-957.67,-122.99,0.098863,0.060904595,62.32437097
-957.48,60.699,-0.066467,-0.040649362,-63.513021
-957.33,-147.61,0.12084,0.074310787,62.61434656
-957,-155.74,0.1281,0.078739096,62.68919373
-956.95,-170.82,0.14149,0.086860869,62.8926828
-956.85,270.7,-0.2529,-0.153494733,-64.76135407
-956.76,252.2,-0.23685,-0.14399318,-64.4869572
-956.76,-270.58,0.22868,0.139116136,64.3806441
-956.75,-223.05,0.18746,0.114581121,63.60461292
-956.75,-253.55,0.21398,0.130403363,64.09086074
-956.68,-16.437,0.0031447,0.002175902,44.52400165
-956.67,167.89,-0.16262,-0.09941895,-63.57042621
-956.66,46.245,-0.053472,-0.032676734,-63.63936688
-956.54,-83.232,0.063355,0.039198137,61.62757858
-956.49,-92.916,0.072058,0.044535683,61.79835104
-956.4,24.764,-0.034078,-0.02074688,-64.25602047
-956.3,-292.37,0.24749,0.150228286,64.7426103
-956.3,292.37,-0.27174,-0.164632091,-65.05894952
-956.08,233.06,-0.22028,-0.134172307,-64.17694893
-956.01,-191.37,0.1598,0.097981755,63.09158819
-955.95,-229.54,0.19329,0.118116572,63.64342228
-955.84,114.62,-0.11512,-0.070521412,-63.24120165
-955.84,-58.674,0.041295,0.025658566,60.94040533
-955.75,-32.666,0.017825,0.011217499,58.90351264
-955.74,-236.13,0.19908,0.121590462,63.72994844
-955.45,176.35,-0.17034,-0.104159649,-63.53741794
-955.4,207.12,-0.19761,-0.120621356,-63.82671046
-955.16,259.07,-0.24321,-0.147887828,-64.45572517
-954.98,76.074,-0.080493,-0.049320977,-63.20236299
-954.93,-276.48,0.23421,0.142517514,64.33769726
-954.87,276.3,-0.25824,-0.156803474,-64.69022926
-954.83,15.101,-0.025371,-0.015396187,-64.78755749
-954.75,199.54,-0.19103,-0.116697862,-63.69622941
-954.62,-297.81,0.25258,0.153348914,64.7093504
-954.59,297.92,-0.27697,-0.167846031,-65.01432795
-954.56,184.9,-0.17809,-0.108893236,-63.54551226
-954.49,192.34,-0.1847,-0.112896309,-63.60145076
-954.47,-1.4097,-0.010424,-0.006186379,-68.49920721
-954.42,-198.48,0.16635,0.10201706,63.06096249
-954.09,220.32,-0.2095,-0.127848757,-63.86549647
-954.09,282.02,-0.26339,-0.159906055,-64.71546342
-954.06,-259.71,0.21994,0.13412987,63.97540726
-953.92,121.78,-0.12177,-0.074657081,-63.10576076
-953.86,68.189,-0.073448,-0.045016078,-63.15948144
-953.71,227.21,-0.21565,-0.131558481,-63.91949637
-953.52,239.53,-0.22651,-0.138069521,-64.05503421
-953.44,84.852,-0.088537,-0.054301024,-63.04849163
-953.38,92.608,-0.095543,-0.058605922,-63.02618809
-953.37,266.08,-0.24974,-0.151897512,-64.4134895
-953.32,-164.04,0.13603,0.083703941,62.51325552
-953.3,-74.801,0.056002,0.034740267,61.20198305
-953.27,-282.25,0.23959,0.145816337,64.30943512
-953.24,-178.04,0.14848,0.091267327,62.68691691
-953.04,-205.73,0.17299,0.106092262,63.05619031
